name,description,lat,lng
,"description: <br>INDEX: 33585<br>LATITUDE: 39.6365<br>LONGITUDE: -105.142<br>GOOGLE_ADDRESS: 4417 S Xenophon Way,Morrison, CO 80465, USA<br>IMAGE_NAME: 4417 S Xenophon Way,Morrison, CO 80465, USA.jpg",39.636456,-105.142233
,"description: <br>INDEX: 326584<br>LATITUDE: 39.6381<br>LONGITUDE: -105.136<br>GOOGLE_ADDRESS: 12221 W Quinn Dr,Morrison, CO 80465, USA<br>IMAGE_NAME: 12221 W Quinn Dr,Morrison, CO 80465, USA.jpg",39.63807,-105.135824
,"description: <br>INDEX: 33593<br>LATITUDE: 39.6382<br>LONGITUDE: -105.142<br>GOOGLE_ADDRESS: 4317 S Xenophon Way,Morrison, CO 80465, USA<br>IMAGE_NAME: 4317 S Xenophon Way,Morrison, CO 80465, USA.jpg",39.638174,-105.142254
,"description: <br>INDEX: 326667<br>LATITUDE: 39.6177<br>LONGITUDE: -105.139<br>GOOGLE_ADDRESS: 12457 W Aqueduct Dr,Littleton, CO 80127, USA<br>IMAGE_NAME: 12457 W Aqueduct Dr,Littleton, CO 80127, USA.jpg",39.617656,-105.138866
,"description: <br>INDEX: 33590<br>LATITUDE: 39.6285<br>LONGITUDE: -105.142<br>GOOGLE_ADDRESS: 4856 S Xenophon Way,Morrison, CO 80465, USA<br>IMAGE_NAME: 4856 S Xenophon Way,Morrison, CO 80465, USA.jpg",39.628521,-105.142146
,"description: <br>INDEX: 326649<br>LATITUDE: 39.6178<br>LONGITUDE: -105.138<br>GOOGLE_ADDRESS: 5461 S Vivian St,Littleton, CO 80127, USA<br>IMAGE_NAME: 5461 S Vivian St,Littleton, CO 80127, USA.jpg",39.617806,-105.13798
,"description: <br>INDEX: 33572<br>LATITUDE: 39.6122<br>LONGITUDE: -105.141<br>GOOGLE_ADDRESS: 12629 W Gould Dr,Littleton, CO 80127, USA<br>IMAGE_NAME: 12629 W Gould Dr,Littleton, CO 80127, USA.jpg",39.612183,-105.141328
,"description: <br>INDEX: 326685<br>LATITUDE: 39.6357<br>LONGITUDE: -105.139<br>GOOGLE_ADDRESS: 4465 S Wright St,Morrison, CO 80465, USA<br>IMAGE_NAME: 4465 S Wright St,Morrison, CO 80465, USA.jpg",39.635701,-105.139414
,"description: <br>INDEX: 33562<br>LATITUDE: 39.6276<br>LONGITUDE: -105.142<br>GOOGLE_ADDRESS: 12705 W Chenango Ave,Morrison, CO 80465, USA<br>IMAGE_NAME: 12705 W Chenango Ave,Morrison, CO 80465, USA.jpg",39.627638,-105.141887
,"description: <br>INDEX: 326676<br>LATITUDE: 39.6345<br>LONGITUDE: -105.138<br>GOOGLE_ADDRESS: Elevation Lawn Care, LLC,12123 W Stanford Dr, Morrison, CO 80465, United States<br>IMAGE_NAME: Elevation Lawn Care, LLC,12123 W Stanford Dr, Morrison, CO 80465, United States.jpg",39.634487,-105.137966
,"description: <br>INDEX: 33584<br>LATITUDE: 39.6236<br>LONGITUDE: -105.142<br>GOOGLE_ADDRESS: 5122 S Xenophon Ct,Littleton, CO 80127, USA<br>IMAGE_NAME: 5122 S Xenophon Ct,Littleton, CO 80127, USA.jpg",39.623554,-105.142016
,"description: <br>INDEX: 326612<br>LATITUDE: 39.6298<br>LONGITUDE: -105.136<br>GOOGLE_ADDRESS: 12289 W Tanforan Ave,Morrison, CO 80465, USA<br>IMAGE_NAME: 12289 W Tanforan Ave,Morrison, CO 80465, USA.jpg",39.629761,-105.136404
,"description: <br>INDEX: 33581<br>LATITUDE: 39.6294<br>LONGITUDE: -105.142<br>GOOGLE_ADDRESS: 4809 S Xenophon St,Morrison, CO 80465, USA<br>IMAGE_NAME: 4809 S Xenophon St,Morrison, CO 80465, USA.jpg",39.62943,-105.141563
,"description: <br>INDEX: 326609<br>LATITUDE: 39.6358<br>LONGITUDE: -105.136<br>GOOGLE_ADDRESS: 4465 S Van Gordon Way,Morrison, CO 80465, USA<br>IMAGE_NAME: 4465 S Van Gordon Way,Morrison, CO 80465, USA.jpg",39.635806,-105.136374
,"description: <br>INDEX: 33639<br>LATITUDE: 39.6384<br>LONGITUDE: -105.144<br>GOOGLE_ADDRESS: 4302 S Yank St,Morrison, CO 80465, USA<br>IMAGE_NAME: 4302 S Yank St,Morrison, CO 80465, USA.jpg",39.638362,-105.143691
,"description: <br>INDEX: 326631<br>LATITUDE: 39.6365<br>LONGITUDE: -105.137<br>GOOGLE_ADDRESS: 4467 S Vivian St,Morrison, CO 80465, USA<br>IMAGE_NAME: 4467 S Vivian St,Morrison, CO 80465, USA.jpg",39.636489,-105.137004
,"description: <br>INDEX: 33638<br>LATITUDE: 39.6139<br>LONGITUDE: -105.143<br>GOOGLE_ADDRESS: 5678 S Youngfield Way,Littleton, CO 80127, USA<br>IMAGE_NAME: 5678 S Youngfield Way,Littleton, CO 80127, USA.jpg",39.613939,-105.143456
,"description: <br>INDEX: 326615<br>LATITUDE: 39.6111<br>LONGITUDE: -105.136<br>GOOGLE_ADDRESS: 5822 S Van Gordon Ln,Littleton, CO 80127, USA<br>IMAGE_NAME: 5822 S Van Gordon Ln,Littleton, CO 80127, USA.jpg",39.611096,-105.136242
,"description: <br>INDEX: 33656<br>LATITUDE: 39.6322<br>LONGITUDE: -105.144<br>GOOGLE_ADDRESS: 4663 S Yank St,Morrison, CO 80465, USA<br>IMAGE_NAME: 4663 S Yank St,Morrison, CO 80465, USA.jpg",39.632187,-105.144309
,"description: <br>INDEX: 326770<br>LATITUDE: 39.6171<br>LONGITUDE: -105.132<br>GOOGLE_ADDRESS: 11868 W Aqueduct Dr,Littleton, CO 80127, USA<br>IMAGE_NAME: 11868 W Aqueduct Dr,Littleton, CO 80127, USA.jpg",39.617149,-105.132124
,"description: <br>INDEX: 33647<br>LATITUDE: 39.6372<br>LONGITUDE: -105.143<br>GOOGLE_ADDRESS: 4378 S Youngfield St,Morrison, CO 80465, USA<br>IMAGE_NAME: 4378 S Youngfield St,Morrison, CO 80465, USA.jpg",39.637223,-105.142698
,"description: <br>INDEX: 326768<br>LATITUDE: 39.6217<br>LONGITUDE: -105.132<br>GOOGLE_ADDRESS: 5233 S Tabor Way,Littleton, CO 80127, USA<br>IMAGE_NAME: 5233 S Tabor Way,Littleton, CO 80127, USA.jpg",39.621697,-105.131666
,"description: <br>INDEX: 33606<br>LATITUDE: 39.6287<br>LONGITUDE: -105.143<br>GOOGLE_ADDRESS: 4844 S Yank Way,Morrison, CO 80465, USA<br>IMAGE_NAME: 4844 S Yank Way,Morrison, CO 80465, USA.jpg",39.628703,-105.143083
,"description: <br>INDEX: 326782<br>LATITUDE: 39.6345<br>LONGITUDE: -105.131<br>GOOGLE_ADDRESS: 4632 S Tabor Way,Morrison, CO 80465, USA<br>IMAGE_NAME: 4632 S Tabor Way,Morrison, CO 80465, USA.jpg",39.634508,-105.13143
,"description: <br>INDEX: 33604<br>LATITUDE: 39.6142<br>LONGITUDE: -105.143<br>GOOGLE_ADDRESS: 5661 S Youngfield St,Littleton, CO 80127, USA<br>IMAGE_NAME: 5661 S Youngfield St,Littleton, CO 80127, USA.jpg",39.614171,-105.14314
,"description: <br>INDEX: 326771<br>LATITUDE: 39.6093<br>LONGITUDE: -105.132<br>GOOGLE_ADDRESS: 11857 W Bowles Cir,Littleton, CO 80127, USA<br>IMAGE_NAME: 11857 W Bowles Cir,Littleton, CO 80127, USA.jpg",39.60932,-105.132041
,"description: <br>INDEX: 33637<br>LATITUDE: 39.6176<br>LONGITUDE: -105.143<br>GOOGLE_ADDRESS: 5480 S Youngfield Ct,Littleton, CO 80127, USA<br>IMAGE_NAME: 5480 S Youngfield Ct,Littleton, CO 80127, USA.jpg",39.617621,-105.14341
,"description: <br>INDEX: 326728<br>LATITUDE: 39.6161<br>LONGITUDE: -105.131<br>GOOGLE_ADDRESS: 11801 W Brandt Ave,Littleton, CO 80127, USA<br>IMAGE_NAME: 11801 W Brandt Ave,Littleton, CO 80127, USA.jpg",39.61611,-105.130971
,"description: <br>INDEX: 33615<br>LATITUDE: 39.6302<br>LONGITUDE: -105.143<br>GOOGLE_ADDRESS: 4757 S Xenophon Way,Morrison, CO 80465, USA<br>IMAGE_NAME: 4757 S Xenophon Way,Morrison, CO 80465, USA.jpg",39.630242,-105.142596
,"description: <br>INDEX: 326702<br>LATITUDE: 39.615<br>LONGITUDE: -105.139<br>GOOGLE_ADDRESS: 5584 S Ward Way,Littleton, CO 80127, USA<br>IMAGE_NAME: 5584 S Ward Way,Littleton, CO 80127, USA.jpg",39.615049,-105.139034
,"description: <br>INDEX: 33673<br>LATITUDE: 39.6346<br>LONGITUDE: -105.144<br>GOOGLE_ADDRESS: 4512 S Yank St,Morrison, CO 80465, USA<br>IMAGE_NAME: 4512 S Yank St,Morrison, CO 80465, USA.jpg",39.634621,-105.143997
,"description: <br>INDEX: 326765<br>LATITUDE: 39.6215<br>LONGITUDE: -105.132<br>GOOGLE_ADDRESS: 5243 S Tabor Way,Littleton, CO 80127, USA<br>IMAGE_NAME: 5243 S Tabor Way,Littleton, CO 80127, USA.jpg",39.62154,-105.131658
,"description: <br>INDEX: 33672<br>LATITUDE: 39.6132<br>LONGITUDE: -105.144<br>GOOGLE_ADDRESS: 12777 W Dorado Pl,Littleton, CO 80127, USA<br>IMAGE_NAME: 12777 W Dorado Pl,Littleton, CO 80127, USA.jpg",39.613164,-105.144015
,"description: <br>INDEX: 326729<br>LATITUDE: 39.6338<br>LONGITUDE: -105.131<br>GOOGLE_ADDRESS: 11796 W Tulane Dr,Morrison, CO 80465, USA<br>IMAGE_NAME: 11796 W Tulane Dr,Morrison, CO 80465, USA.jpg",39.633756,-105.130787
,"description: <br>INDEX: 33677<br>LATITUDE: 39.6362<br>LONGITUDE: -105.143<br>GOOGLE_ADDRESS: 4439 S Youngfield St,Morrison, CO 80465, USA<br>IMAGE_NAME: 4439 S Youngfield St,Morrison, CO 80465, USA.jpg",39.636214,-105.143217
,"description: <br>INDEX: 326857<br>LATITUDE: 39.6181<br>LONGITUDE: -105.134<br>GOOGLE_ADDRESS: 5468 S Union Ct,Littleton, CO 80127, USA<br>IMAGE_NAME: 5468 S Union Ct,Littleton, CO 80127, USA.jpg",39.618117,-105.133823
,"description: <br>INDEX: 33676<br>LATITUDE: 39.6144<br>LONGITUDE: -105.143<br>GOOGLE_ADDRESS: 5641 S Youngfield St,Littleton, CO 80127, USA<br>IMAGE_NAME: 5641 S Youngfield St,Littleton, CO 80127, USA.jpg",39.614389,-105.143142
,"description: <br>INDEX: 326852<br>LATITUDE: 39.607<br>LONGITUDE: -105.133<br>GOOGLE_ADDRESS: 5995 S Taft Way,Littleton, CO 80127, USA<br>IMAGE_NAME: 5995 S Taft Way,Littleton, CO 80127, USA.jpg",39.607022,-105.133291
,"description: <br>INDEX: 33663<br>LATITUDE: 39.629<br>LONGITUDE: -105.144<br>GOOGLE_ADDRESS: 4826 S Zang Way,Morrison, CO 80465, USA<br>IMAGE_NAME: 4826 S Zang Way,Morrison, CO 80465, USA.jpg",39.629008,-105.143973
,"description: <br>INDEX: 326870<br>LATITUDE: 39.6177<br>LONGITUDE: -105.133<br>GOOGLE_ADDRESS: 5462 S Taft Way,Littleton, CO 80127, USA<br>IMAGE_NAME: 5462 S Taft Way,Littleton, CO 80127, USA.jpg",39.617698,-105.133207
,"description: <br>INDEX: 33657<br>LATITUDE: 39.6155<br>LONGITUDE: -105.144<br>GOOGLE_ADDRESS: 5552 S Yank Ct,Littleton, CO 80127, USA<br>IMAGE_NAME: 5552 S Yank Ct,Littleton, CO 80127, USA.jpg",39.615529,-105.144354
,"description: <br>INDEX: 326864<br>LATITUDE: 39.6083<br>LONGITUDE: -105.133<br>GOOGLE_ADDRESS: 11967 W Bowles Cir,Littleton, CO 80127, USA<br>IMAGE_NAME: 11967 W Bowles Cir,Littleton, CO 80127, USA.jpg",39.608333,-105.133278
,"description: <br>INDEX: 33668<br>LATITUDE: 39.6128<br>LONGITUDE: -105.144<br>GOOGLE_ADDRESS: 12798 W Dorado Pl,Littleton, CO 80127, USA<br>IMAGE_NAME: 12798 W Dorado Pl,Littleton, CO 80127, USA.jpg",39.612765,-105.144161
,"description: <br>INDEX: 326823<br>LATITUDE: 39.6093<br>LONGITUDE: -105.133<br>GOOGLE_ADDRESS: Interstate Electric and Solar,11887 W Bowles Cir, Littleton, CO 80127, United States<br>IMAGE_NAME: Interstate Electric and Solar,11887 W Bowles Cir, Littleton, CO 80127, United States.jpg",39.609312,-105.132508
,"description: <br>INDEX: 33666<br>LATITUDE: 39.6155<br>LONGITUDE: -105.144<br>GOOGLE_ADDRESS: 5569 S Youngfield Way,Littleton, CO 80127, USA<br>IMAGE_NAME: 5569 S Youngfield Way,Littleton, CO 80127, USA.jpg",39.615528,-105.143989
,"description: <br>INDEX: 326790<br>LATITUDE: 39.6339<br>LONGITUDE: -105.132<br>GOOGLE_ADDRESS: 4646 S Tabor Way,Morrison, CO 80465, USA<br>IMAGE_NAME: 4646 S Tabor Way,Morrison, CO 80465, USA.jpg",39.633898,-105.132374
,"description: <br>INDEX: 33719<br>LATITUDE: 39.6195<br>LONGITUDE: -105.138<br>GOOGLE_ADDRESS: 5371 S Vivian St,Littleton, CO 80127, USA<br>IMAGE_NAME: 5371 S Vivian St,Littleton, CO 80127, USA.jpg",39.619472,-105.137819
,"description: <br>INDEX: 326832<br>LATITUDE: 39.6077<br>LONGITUDE: -105.133<br>GOOGLE_ADDRESS: 5964 S Taft Way,Littleton, CO 80127, USA<br>IMAGE_NAME: 5964 S Taft Way,Littleton, CO 80127, USA.jpg",39.60767,-105.132757
,"description: <br>INDEX: 33718<br>LATITUDE: 39.6078<br>LONGITUDE: -105.138<br>GOOGLE_ADDRESS: 12370 W Burgundy Ave,Littleton, CO 80127, USA<br>IMAGE_NAME: 12370 W Burgundy Ave,Littleton, CO 80127, USA.jpg",39.607765,-105.137724
,"description: <br>INDEX: 326829<br>LATITUDE: 39.6085<br>LONGITUDE: -105.133<br>GOOGLE_ADDRESS: 11956 W Bowles Cir,Littleton, CO 80127, USA<br>IMAGE_NAME: 11956 W Bowles Cir,Littleton, CO 80127, USA.jpg",39.608545,-105.132799
,"description: <br>INDEX: 33723<br>LATITUDE: 39.6137<br>LONGITUDE: -105.137<br>GOOGLE_ADDRESS: 12338 W Dorado Pl UNIT 207,Littleton, CO 80127, USA<br>IMAGE_NAME: 12338 W Dorado Pl UNIT 207,Littleton, CO 80127, USA.jpg",39.613693,-105.137289
,"description: <br>INDEX: 326974<br>LATITUDE: 39.6296<br>LONGITUDE: -105.13<br>GOOGLE_ADDRESS: 11671 W Layton Dr,Morrison, CO 80465, USA<br>IMAGE_NAME: 11671 W Layton Dr,Morrison, CO 80465, USA.jpg",39.629626,-105.129733
,"description: <br>INDEX: 33722<br>LATITUDE: 39.6081<br>LONGITUDE: -105.138<br>GOOGLE_ADDRESS: 12369 W Burgundy Ave,Littleton, CO 80127, USA<br>IMAGE_NAME: 12369 W Burgundy Ave,Littleton, CO 80127, USA.jpg",39.608144,-105.13765
,"description: <br>INDEX: 326968<br>LATITUDE: 39.62<br>LONGITUDE: -105.129<br>GOOGLE_ADDRESS: 11671 W Prentice Pl,Littleton, CO 80127, USA<br>IMAGE_NAME: 11671 W Prentice Pl,Littleton, CO 80127, USA.jpg",39.620034,-105.129446
,"description: <br>INDEX: 33695<br>LATITUDE: 39.614<br>LONGITUDE: -105.144<br>GOOGLE_ADDRESS: 5662 S Yank Ct,Littleton, CO 80127, USA<br>IMAGE_NAME: 5662 S Yank Ct,Littleton, CO 80127, USA.jpg",39.614047,-105.14434
,"description: <br>INDEX: 326980<br>LATITUDE: 39.632<br>LONGITUDE: -105.13<br>GOOGLE_ADDRESS: 11743 W Marlowe Pl,Morrison, CO 80465, USA<br>IMAGE_NAME: 11743 W Marlowe Pl,Morrison, CO 80465, USA.jpg",39.631997,-105.130497
,"description: <br>INDEX: 33693<br>LATITUDE: 39.6331<br>LONGITUDE: -105.144<br>GOOGLE_ADDRESS: 4603 S Yank St,Morrison, CO 80465, USA<br>IMAGE_NAME: 4603 S Yank St,Morrison, CO 80465, USA.jpg",39.633096,-105.144176
,"description: <br>INDEX: 33716<br>LATITUDE: 39.6329<br>LONGITUDE: -105.138<br>GOOGLE_ADDRESS: 12236 W Temple Dr,Morrison, CO 80465, USA<br>IMAGE_NAME: 12236 W Temple Dr,Morrison, CO 80465, USA.jpg",39.632864,-105.13788
,"description: <br>INDEX: 326935<br>LATITUDE: 39.6281<br>LONGITUDE: -105.129<br>GOOGLE_ADDRESS: 11605 W Saratoga Pl,Morrison, CO 80465, USA<br>IMAGE_NAME: 11605 W Saratoga Pl,Morrison, CO 80465, USA.jpg",39.628145,-105.129191
,"description: <br>INDEX: 33698<br>LATITUDE: 39.6159<br>LONGITUDE: -105.144<br>GOOGLE_ADDRESS: 5539 S Youngfield Way,Littleton, CO 80127, USA<br>IMAGE_NAME: 5539 S Youngfield Way,Littleton, CO 80127, USA.jpg",39.615949,-105.143991
,"description: <br>INDEX: 326875<br>LATITUDE: 39.6068<br>LONGITUDE: -105.133<br>GOOGLE_ADDRESS: 6005 S Taft Way,Littleton, CO 80127, USA<br>IMAGE_NAME: 6005 S Taft Way,Littleton, CO 80127, USA.jpg",39.60685,-105.133263
,"description: <br>INDEX: 326955<br>LATITUDE: 39.632<br>LONGITUDE: -105.13<br>GOOGLE_ADDRESS: 11683 W Marlowe Pl,Morrison, CO 80465, USA<br>IMAGE_NAME: 11683 W Marlowe Pl,Morrison, CO 80465, USA.jpg",39.631975,-105.129796
,"description: <br>INDEX: 27508<br>LATITUDE: 39.6228<br>LONGITUDE: -105.136<br>GOOGLE_ADDRESS: 5181 S Van Gordon St,Littleton, CO 80127, USA<br>IMAGE_NAME: 5181 S Van Gordon St,Littleton, CO 80127, USA.jpg",39.622761,-105.136171
,"description: <br>INDEX: 326941<br>LATITUDE: 39.6328<br>LONGITUDE: -105.129<br>GOOGLE_ADDRESS: 4696 S Simms Ct,Morrison, CO 80465, USA<br>IMAGE_NAME: 4696 S Simms Ct,Morrison, CO 80465, USA.jpg",39.632826,-105.129148
,"description: <br>INDEX: 327005<br>LATITUDE: 39.6211<br>LONGITUDE: -105.13<br>GOOGLE_ADDRESS: 11743 W Belmont Dr,Littleton, CO 80127, USA<br>IMAGE_NAME: 11743 W Belmont Dr,Littleton, CO 80127, USA.jpg",39.621127,-105.130297
,"description: <br>INDEX: 327004<br>LATITUDE: 39.632<br>LONGITUDE: -105.13<br>GOOGLE_ADDRESS: 11703 W Marlowe Pl,Morrison, CO 80465, USA<br>IMAGE_NAME: 11703 W Marlowe Pl,Morrison, CO 80465, USA.jpg",39.632024,-105.130163
,"description: <br>INDEX: 27497<br>LATITUDE: 39.607<br>LONGITUDE: -105.136<br>GOOGLE_ADDRESS: 6039 S Van Gordon St,Littleton, CO 80127, USA<br>IMAGE_NAME: 6039 S Van Gordon St,Littleton, CO 80127, USA.jpg",39.606965,-105.136274
,"description: <br>INDEX: 27496<br>LATITUDE: 39.6171<br>LONGITUDE: -105.136<br>GOOGLE_ADDRESS: 12268 W Aqueduct Dr,Littleton, CO 80127, USA<br>IMAGE_NAME: 12268 W Aqueduct Dr,Littleton, CO 80127, USA.jpg",39.61706,-105.136333
,"description: <br>INDEX: 27506<br>LATITUDE: 39.6089<br>LONGITUDE: -105.136<br>GOOGLE_ADDRESS: Cornerstone Clinical Research,12096 W Bowles Pl, Littleton, CO 80127, United States<br>IMAGE_NAME: Cornerstone Clinical Research,12096 W Bowles Pl, Littleton, CO 80127, United States.jpg",39.608877,-105.135729
,"description: <br>INDEX: 326991<br>LATITUDE: 39.6093<br>LONGITUDE: -105.13<br>GOOGLE_ADDRESS: 11727 W Bowles Cir,Littleton, CO 80127, USA<br>IMAGE_NAME: 11727 W Bowles Cir,Littleton, CO 80127, USA.jpg",39.609323,-105.130441
,"description: <br>INDEX: 27505<br>LATITUDE: 39.6161<br>LONGITUDE: -105.136<br>GOOGLE_ADDRESS: 5558 S Van Gordon St,Littleton, CO 80127, USA<br>IMAGE_NAME: 5558 S Van Gordon St,Littleton, CO 80127, USA.jpg",39.6161,-105.135684
,"description: <br>INDEX: 326990<br>LATITUDE: 39.6149<br>LONGITUDE: -105.131<br>GOOGLE_ADDRESS: 5619 S Swadley Ct,Littleton, CO 80127, USA<br>IMAGE_NAME: 5619 S Swadley Ct,Littleton, CO 80127, USA.jpg",39.614865,-105.13065
,"description: <br>INDEX: 27571<br>LATITUDE: 39.6079<br>LONGITUDE: -105.131<br>GOOGLE_ADDRESS: 5956 S Tabor St,Littleton, CO 80127, USA<br>IMAGE_NAME: 5956 S Tabor St,Littleton, CO 80127, USA.jpg",39.607906,-105.131076
,"description: <br>INDEX: 326998<br>LATITUDE: 39.6082<br>LONGITUDE: -105.13<br>GOOGLE_ADDRESS: 5968 S Swadley Way,Littleton, CO 80127, USA<br>IMAGE_NAME: 5968 S Swadley Way,Littleton, CO 80127, USA.jpg",39.608223,-105.130224
,"description: <br>INDEX: 27570<br>LATITUDE: 39.6313<br>LONGITUDE: -105.131<br>GOOGLE_ADDRESS: 11797 W Marlowe Dr,Morrison, CO 80465, USA<br>IMAGE_NAME: 11797 W Marlowe Dr,Morrison, CO 80465, USA.jpg",39.631291,-105.131036
,"description: <br>INDEX: 326997<br>LATITUDE: 39.6088<br>LONGITUDE: -105.13<br>GOOGLE_ADDRESS: 5938 S Swadley Way,Littleton, CO 80127, USA<br>IMAGE_NAME: 5938 S Swadley Way,Littleton, CO 80127, USA.jpg",39.608762,-105.130246
,"description: <br>INDEX: 27594<br>LATITUDE: 39.6225<br>LONGITUDE: -105.131<br>GOOGLE_ADDRESS: 11777 W Progress Ave,Littleton, CO 80127, USA<br>IMAGE_NAME: 11777 W Progress Ave,Littleton, CO 80127, USA.jpg",39.622522,-105.130898
,"description: <br>INDEX: 27582<br>LATITUDE: 39.6127<br>LONGITUDE: -105.131<br>GOOGLE_ADDRESS: Jennifer Clair Astrology, LLC,11952 W Long Cir UNIT 203, Littleton, CO 80127, United States<br>IMAGE_NAME: Jennifer Clair Astrology, LLC,11952 W Long Cir UNIT 203, Littleton, CO 80127, United States.jpg",39.612718,-105.130841
,"description: <br>INDEX: 27609<br>LATITUDE: 39.6328<br>LONGITUDE: -105.131<br>GOOGLE_ADDRESS: 4686 S Swadley Way,Morrison, CO 80465, USA<br>IMAGE_NAME: 4686 S Swadley Way,Morrison, CO 80465, USA.jpg",39.63279,-105.13145
,"description: <br>INDEX: 27601<br>LATITUDE: 39.6093<br>LONGITUDE: -105.132<br>GOOGLE_ADDRESS: 11827 W Bowles Cir,Littleton, CO 80127, USA<br>IMAGE_NAME: 11827 W Bowles Cir,Littleton, CO 80127, USA.jpg",39.609303,-105.131575
,"description: <br>INDEX: 27615<br>LATITUDE: 39.6293<br>LONGITUDE: -105.131<br>GOOGLE_ADDRESS: 4819 S Swadley St,Morrison, CO 80465, USA<br>IMAGE_NAME: 4819 S Swadley St,Morrison, CO 80465, USA.jpg",39.629275,-105.131452
,"description: <br>INDEX: 27730<br>LATITUDE: 39.6175<br>LONGITUDE: -105.133<br>GOOGLE_ADDRESS: 11957 W Aqueduct Dr,Littleton, CO 80127, USA<br>IMAGE_NAME: 11957 W Aqueduct Dr,Littleton, CO 80127, USA.jpg",39.617453,-105.133129
,"description: <br>INDEX: 27719<br>LATITUDE: 39.6161<br>LONGITUDE: -105.134<br>GOOGLE_ADDRESS: 12025 W Brandt Pl,Littleton, CO 80127, USA<br>IMAGE_NAME: 12025 W Brandt Pl,Littleton, CO 80127, USA.jpg",39.616139,-105.133632
,"description: <br>INDEX: 27691<br>LATITUDE: 39.6143<br>LONGITUDE: -105.133<br>GOOGLE_ADDRESS: 12016 W Cross Dr,Littleton, CO 80127, USA<br>IMAGE_NAME: 12016 W Cross Dr,Littleton, CO 80127, USA.jpg",39.614315,-105.132752
,"description: <br>INDEX: 27672<br>LATITUDE: 39.6068<br>LONGITUDE: -105.132<br>GOOGLE_ADDRESS: 6032 S Taft St,Littleton, CO 80127, USA<br>IMAGE_NAME: 6032 S Taft St,Littleton, CO 80127, USA.jpg",39.606775,-105.131934
,"description: <br>INDEX: 27708<br>LATITUDE: 39.6302<br>LONGITUDE: -105.133<br>GOOGLE_ADDRESS: 4767 S Taft St,Morrison, CO 80465, USA<br>IMAGE_NAME: 4767 S Taft St,Morrison, CO 80465, USA.jpg",39.630244,-105.133218
,"description: <br>INDEX: 27705<br>LATITUDE: 39.6168<br>LONGITUDE: -105.132<br>GOOGLE_ADDRESS: 11847 W Berry Ave,Littleton, CO 80127, USA<br>IMAGE_NAME: 11847 W Berry Ave,Littleton, CO 80127, USA.jpg",39.616765,-105.132255
,"description: <br>INDEX: 27815<br>LATITUDE: 39.6177<br>LONGITUDE: -105.13<br>GOOGLE_ADDRESS: 5465 S Simms Way,Littleton, CO 80127, USA<br>IMAGE_NAME: 5465 S Simms Way,Littleton, CO 80127, USA.jpg",39.617673,-105.129584
,"description: <br>INDEX: 27810<br>LATITUDE: 39.6341<br>LONGITUDE: -105.129<br>GOOGLE_ADDRESS: Friendly Hills,Morrison, CO 80465, USA<br>IMAGE_NAME: Friendly Hills,Morrison, CO 80465, USA.jpg",39.634125,-105.129418
,"description: <br>INDEX: 27831<br>LATITUDE: 39.6296<br>LONGITUDE: -105.129<br>GOOGLE_ADDRESS: 11601 W Layton Dr,Morrison, CO 80465, USA<br>IMAGE_NAME: 11601 W Layton Dr,Morrison, CO 80465, USA.jpg",39.629599,-105.129111
,"description: <br>INDEX: 27821<br>LATITUDE: 39.6321<br>LONGITUDE: -105.129<br>GOOGLE_ADDRESS: 4714 S Simms Ct,Morrison, CO 80465, USA<br>IMAGE_NAME: 4714 S Simms Ct,Morrison, CO 80465, USA.jpg",39.632099,-105.129125
,"description: <br>INDEX: 27907<br>LATITUDE: 39.6093<br>LONGITUDE: -105.13<br>GOOGLE_ADDRESS: 11707 W Bowles Cir,Littleton, CO 80127, USA<br>IMAGE_NAME: 11707 W Bowles Cir,Littleton, CO 80127, USA.jpg",39.609338,-105.129979
,"description: <br>INDEX: 27850<br>LATITUDE: 39.6068<br>LONGITUDE: -105.13<br>GOOGLE_ADDRESS: 11702 W Lake Ave,Littleton, CO 80127, USA<br>IMAGE_NAME: 11702 W Lake Ave,Littleton, CO 80127, USA.jpg",39.60683,-105.130064
,"description: <br>INDEX: 27847<br>LATITUDE: 39.6126<br>LONGITUDE: -105.13<br>GOOGLE_ADDRESS: 5707 S Simms St,Littleton, CO 80127, USA<br>IMAGE_NAME: 5707 S Simms St,Littleton, CO 80127, USA.jpg",39.612604,-105.129752
,"description: <br>INDEX: 27856<br>LATITUDE: 39.6351<br>LONGITUDE: -105.13<br>GOOGLE_ADDRESS: 4565 S Swadley Ct,Morrison, CO 80465, USA<br>IMAGE_NAME: 4565 S Swadley Ct,Morrison, CO 80465, USA.jpg",39.635119,-105.129787
,"description: <br>INDEX: 27935<br>LATITUDE: 39.6161<br>LONGITUDE: -105.13<br>GOOGLE_ADDRESS: 11731 W Brandt Ave,Littleton, CO 80127, USA<br>IMAGE_NAME: 11731 W Brandt Ave,Littleton, CO 80127, USA.jpg",39.616107,-105.130335
,"description: <br>INDEX: 27927<br>LATITUDE: 39.6247<br>LONGITUDE: -105.131<br>GOOGLE_ADDRESS: 11645 W Belleview Ave,Littleton, CO 80127, USA<br>IMAGE_NAME: 11645 W Belleview Ave,Littleton, CO 80127, USA.jpg",39.624743,-105.130851
